,ID,Elem,Alpha,Niv,Param,NS,Val
1451,J-292,Nod,0.2,Inf,P,4,10.024327278137207
1452,J-297,Nod,0.2,Inf,P,4,13.073328018188477
1453,J-299,Nod,0.2,Inf,P,4,12.78597354888916
1454,J-304,Nod,0.2,Inf,P,4,11.89603042602539
1455,J-332,Nod,0.2,Inf,P,4,13.574423789978027
1456,J-336,Nod,0.2,Inf,P,4,47.82756805419922
1457,J-357,Nod,0.2,Inf,P,4,13.365975379943848
1458,J-361,Nod,0.2,Inf,P,4,12.850217819213867
1459,J-371,Nod,0.2,Inf,P,4,49.07674789428711
1460,P-2,Tub,0.2,Inf,Q,4,11.78287124633789
1461,P-2,Tub,0.2,Inf,V,4,0.6459352374076843
1462,P-4,Tub,0.2,Inf,Q,4,35.01325607299805
1463,P-4,Tub,0.2,Inf,V,4,0.6834369897842407
1464,P-6,Tub,0.2,Inf,Q,4,5.290725231170654
1465,P-6,Tub,0.2,Inf,V,4,0.29003676772117615
1466,P-7,Tub,0.2,Inf,Q,4,5.130588531494141
1467,P-7,Tub,0.2,Inf,V,4,0.6429154872894287
1468,P-9,Tub,0.2,Inf,Q,4,5.393172264099121
1469,P-9,Tub,0.2,Inf,V,4,0.2956528961658478
1470,P-10,Tub,0.2,Inf,Q,4,7.2107930183410645
1471,P-10,Tub,0.2,Inf,V,4,0.9035864472389221
1472,P-11,Tub,0.2,Inf,Q,4,14.982090950012207
1473,P-11,Tub,0.2,Inf,V,4,0.8213159441947937
1474,P-13,Tub,0.2,Inf,Q,4,5.440042495727539
1475,P-13,Tub,0.2,Inf,V,4,0.6816932559013367
1476,P-15,Tub,0.2,Inf,Q,4,29.62008285522461
1477,P-15,Tub,0.2,Inf,V,4,0.578165590763092
1478,P-17,Tub,0.2,Inf,Q,4,6.342828273773193
1479,P-17,Tub,0.2,Inf,V,4,0.3477128744125366
1480,P-20,Tub,0.2,Inf,Q,4,26.764963150024414
1481,P-20,Tub,0.2,Inf,V,4,0.8172650933265686
1482,P-22,Tub,0.2,Inf,Q,4,14.982085227966309
1483,P-22,Tub,0.2,Inf,V,4,0.8213156461715698
1484,P-24,Tub,0.2,Inf,Q,4,11.782870292663574
1485,P-24,Tub,0.2,Inf,V,4,0.6459351778030396
1486,P-25,Tub,0.2,Inf,Q,4,7.771292209625244
1487,P-25,Tub,0.2,Inf,V,4,0.973822832107544
1488,P-27,Tub,0.2,Inf,Q,4,5.290706634521484
1489,P-27,Tub,0.2,Inf,V,4,0.2900357246398926
1490,P-30,Tub,0.2,Inf,Q,4,5.3931427001953125
1491,P-30,Tub,0.2,Inf,V,4,0.29565128684043884
1492,P-44,Tub,0.2,Inf,Q,4,5.130588531494141
1493,P-44,Tub,0.2,Inf,V,4,0.6611533164978027
1494,P-58,Tub,0.2,Inf,Q,4,7.2107930183410645
1495,P-58,Tub,0.2,Inf,V,4,0.9292188286781311
1496,P-176,Tub,0.2,Inf,Q,4,5.440042495727539
1497,P-176,Tub,0.2,Inf,V,4,0.7010310888290405
1498,P-182,Tub,0.2,Inf,Q,4,5.379787445068359
1499,P-182,Tub,0.2,Inf,V,4,0.6932663321495056
1500,J-74,Nod,0.2,Inf,P,5,47.49297332763672
1501,J-80,Nod,0.2,Inf,P,5,48.58357238769531
1502,J-112,Nod,0.2,Inf,P,5,48.753517150878906
1503,J-126,Nod,0.2,Inf,P,5,49.52444839477539
1504,J-143,Nod,0.2,Inf,P,5,47.81882858276367
1505,J-145,Nod,0.2,Inf,P,5,47.94899368286133
1506,J-191,Nod,0.2,Inf,P,5,49.02168655395508
1507,J-236,Nod,0.2,Inf,P,5,50.208106994628906
1508,J-253,Nod,0.2,Inf,P,5,12.74022102355957
1509,J-266,Nod,0.2,Inf,P,5,12.172216415405273
1510,J-286,Nod,0.2,Inf,P,5,13.721733093261719
1511,J-292,Nod,0.2,Inf,P,5,10.01729679107666
1512,J-297,Nod,0.2,Inf,P,5,12.923321723937988
1513,J-299,Nod,0.2,Inf,P,5,12.77282428741455
1514,J-304,Nod,0.2,Inf,P,5,11.766288757324219
1515,J-332,Nod,0.2,Inf,P,5,13.433971405029297
1516,J-336,Nod,0.2,Inf,P,5,47.69999694824219
1517,J-357,Nod,0.2,Inf,P,5,13.227097511291504
1518,J-361,Nod,0.2,Inf,P,5,12.8077392578125
1519,J-371,Nod,0.2,Inf,P,5,49.05989456176758
1520,P-2,Tub,0.2,Inf,Q,5,14.777551651000977
1521,P-2,Tub,0.2,Inf,V,5,0.8101031184196472
1522,P-4,Tub,0.2,Inf,Q,5,42.46369171142578
1523,P-4,Tub,0.2,Inf,V,5,0.8288648724555969
1524,P-6,Tub,0.2,Inf,Q,5,6.301321029663086
1525,P-6,Tub,0.2,Inf,V,5,0.3454374670982361
1526,P-7,Tub,0.2,Inf,Q,5,6.135356903076172
1527,P-7,Tub,0.2,Inf,V,5,0.7688233256340027
1528,P-9,Tub,0.2,Inf,Q,5,6.41911506652832
1529,P-9,Tub,0.2,Inf,V,5,0.35189491510391235
1530,P-10,Tub,0.2,Inf,Q,5,8.646985054016113
1531,P-10,Tub,0.2,Inf,V,5,1.083556056022644
1532,P-11,Tub,0.2,Inf,Q,5,17.670576095581055
1533,P-11,Tub,0.2,Inf,V,5,0.968698263168335
1534,P-13,Tub,0.2,Inf,Q,5,6.914448261260986
1535,P-13,Tub,0.2,Inf,V,5,0.8664514422416687
1536,P-15,Tub,0.2,Inf,Q,5,36.04457473754883
1537,P-15,Tub,0.2,Inf,V,5,0.7035676836967468
1538,P-17,Tub,0.2,Inf,Q,5,7.863091945648193
1539,P-17,Tub,0.2,Inf,V,5,0.4310535192489624
1540,P-20,Tub,0.2,Inf,Q,5,32.44812774658203
1541,P-20,Tub,0.2,Inf,V,5,0.9907998442649841
1542,P-22,Tub,0.2,Inf,Q,5,17.670564651489258
1543,P-22,Tub,0.2,Inf,V,5,0.9686976671218872
1544,P-24,Tub,0.2,Inf,Q,5,14.77754020690918
1545,P-24,Tub,0.2,Inf,V,5,0.8101025223731995
1546,P-25,Tub,0.2,Inf,Q,5,9.023579597473145
1547,P-25,Tub,0.2,Inf,V,5,1.1307473182678223
1548,P-27,Tub,0.2,Inf,Q,5,6.301294326782227
1549,P-27,Tub,0.2,Inf,V,5,0.3454359769821167
1550,P-30,Tub,0.2,Inf,Q,5,6.4190993309021
1551,P-30,Tub,0.2,Inf,V,5,0.3518940508365631
1552,P-44,Tub,0.2,Inf,Q,5,6.135356903076172
1553,P-44,Tub,0.2,Inf,V,5,0.7906328439712524
1554,P-58,Tub,0.2,Inf,Q,5,8.646985054016113
1555,P-58,Tub,0.2,Inf,V,5,1.1142936944961548
1556,P-176,Tub,0.2,Inf,Q,5,6.914448261260986
1557,P-176,Tub,0.2,Inf,V,5,0.8910304307937622
1558,P-182,Tub,0.2,Inf,Q,5,6.796436786651611
1559,P-182,Tub,0.2,Inf,V,5,0.8758228421211243
1560,J-74,Nod,0.2,Inf,P,6,47.57991027832031
1561,J-80,Nod,0.2,Inf,P,6,48.627403259277344
1562,J-112,Nod,0.2,Inf,P,6,48.75571823120117
1563,J-126,Nod,0.2,Inf,P,6,49.526729583740234
1564,J-143,Nod,0.2,Inf,P,6,47.83792495727539
1565,J-145,Nod,0.2,Inf,P,6,47.97193908691406
1566,J-191,Nod,0.2,Inf,P,6,49.02321243286133
1567,J-236,Nod,0.2,Inf,P,6,50.251949310302734
1568,J-253,Nod,0.2,Inf,P,6,12.851872444152832
1569,J-266,Nod,0.2,Inf,P,6,12.286840438842773
1570,J-286,Nod,0.2,Inf,P,6,14.040745735168457
1571,J-292,Nod,0.2,Inf,P,6,10.019075393676758
1572,J-297,Nod,0.2,Inf,P,6,13.046807289123535
1573,J-299,Nod,0.2,Inf,P,6,12.78092098236084
1574,J-304,Nod,0.2,Inf,P,6,11.855669021606445
1575,J-332,Nod,0.2,Inf,P,6,13.54787540435791
1576,J-336,Nod,0.2,Inf,P,6,47.78764343261719
1577,J-357,Nod,0.2,Inf,P,6,13.337823867797852
1578,J-361,Nod,0.2,Inf,P,6,12.83422565460205
1579,J-371,Nod,0.2,Inf,P,6,49.0628662109375
1580,P-2,Tub,0.2,Inf,Q,6,12.98693561553955
1581,P-2,Tub,0.2,Inf,V,6,0.7119418382644653
1582,P-4,Tub,0.2,Inf,Q,6,37.553131103515625
1583,P-4,Tub,0.2,Inf,V,6,0.7330137491226196
1584,P-6,Tub,0.2,Inf,Q,6,5.623280048370361
1585,P-6,Tub,0.2,Inf,V,6,0.30826735496520996
1586,P-7,Tub,0.2,Inf,Q,6,5.443419456481934
1587,P-7,Tub,0.2,Inf,V,6,0.6821163892745972
1588,P-9,Tub,0.2,Inf,Q,6,5.728329181671143
1589,P-9,Tub,0.2,Inf,V,6,0.3140261471271515
1590,P-10,Tub,0.2,Inf,Q,6,7.483348846435547
1591,P-10,Tub,0.2,Inf,V,6,0.9377405643463135
1592,P-11,Tub,0.2,Inf,Q,6,15.704021453857422
1593,P-11,Tub,0.2,Inf,V,6,0.860892117023468
1594,P-13,Tub,0.2,Inf,Q,6,6.05023717880249
1595,P-13,Tub,0.2,Inf,V,6,0.758156955242157
1596,P-15,Tub,0.2,Inf,Q,6,31.82480239868164
1597,P-15,Tub,0.2,Inf,V,6,0.6212003827095032
1598,P-17,Tub,0.2,Inf,Q,6,6.936694145202637
1599,P-17,Tub,0.2,Inf,V,6,0.38026854395866394
1600,P-20,Tub,0.2,Inf,Q,6,28.69095802307129
1601,P-20,Tub,0.2,Inf,V,6,0.8760750889778137
1602,P-22,Tub,0.2,Inf,Q,6,15.704014778137207
1603,P-22,Tub,0.2,Inf,V,6,0.8608916997909546
1604,P-24,Tub,0.2,Inf,Q,6,12.986931800842285
1605,P-24,Tub,0.2,Inf,V,6,0.7119415998458862
1606,P-25,Tub,0.2,Inf,Q,6,8.22066593170166
1607,P-25,Tub,0.2,Inf,V,6,1.0301339626312256
1608,P-27,Tub,0.2,Inf,Q,6,5.623264312744141
1609,P-27,Tub,0.2,Inf,V,6,0.3082665205001831
1610,P-30,Tub,0.2,Inf,Q,6,5.728307723999023
1611,P-30,Tub,0.2,Inf,V,6,0.314024955034256
1612,P-44,Tub,0.2,Inf,Q,6,5.443419456481934
1613,P-44,Tub,0.2,Inf,V,6,0.7014662623405457
1614,P-58,Tub,0.2,Inf,Q,6,7.483348846435547
1615,P-58,Tub,0.2,Inf,V,6,0.9643417596817017
1616,P-176,Tub,0.2,Inf,Q,6,6.05023717880249
1617,P-176,Tub,0.2,Inf,V,6,0.7796638607978821
1618,P-182,Tub,0.2,Inf,Q,6,5.957375526428223
1619,P-182,Tub,0.2,Inf,V,6,0.7676972150802612
1620,J-74,Nod,0.2,Inf,P,7,47.578617095947266
1621,J-80,Nod,0.2,Inf,P,7,48.62342834472656
1622,J-112,Nod,0.2,Inf,P,7,48.75625228881836
1623,J-126,Nod,0.2,Inf,P,7,49.52732467651367
1624,J-143,Nod,0.2,Inf,P,7,47.836856842041016
1625,J-145,Nod,0.2,Inf,P,7,47.970237731933594
1626,J-191,Nod,0.2,Inf,P,7,49.0194091796875
1627,J-236,Nod,0.2,Inf,P,7,50.247955322265625
1628,J-253,Nod,0.2,Inf,P,7,12.829462051391602
1629,J-266,Nod,0.2,Inf,P,7,12.261996269226074
1630,J-286,Nod,0.2,Inf,P,7,13.999024391174316
1631,J-292,Nod,0.2,Inf,P,7,10.01093864440918
1632,J-297,Nod,0.2,Inf,P,7,13.022626876831055
1633,J-299,Nod,0.2,Inf,P,7,12.782516479492188
1634,J-304,Nod,0.2,Inf,P,7,11.853160858154297
1635,J-332,Nod,0.2,Inf,P,7,13.525384902954102
1636,J-336,Nod,0.2,Inf,P,7,47.78657913208008
1637,J-357,Nod,0.2,Inf,P,7,13.317155838012695
1638,J-361,Nod,0.2,Inf,P,7,12.833671569824219
1639,J-371,Nod,0.2,Inf,P,7,49.06819534301758
1640,P-2,Tub,0.2,Inf,Q,7,13.021084785461426
1641,P-2,Tub,0.2,Inf,V,7,0.7138139009475708
1642,P-4,Tub,0.2,Inf,Q,7,38.2646598815918
1643,P-4,Tub,0.2,Inf,V,7,0.7469024062156677
1644,P-6,Tub,0.2,Inf,Q,7,5.735148906707764
1645,P-6,Tub,0.2,Inf,V,7,0.31439998745918274
1646,P-7,Tub,0.2,Inf,Q,7,5.68389368057251
1647,P-7,Tub,0.2,Inf,V,7,0.7122503519058228
1648,P-9,Tub,0.2,Inf,Q,7,5.873678684234619
1649,P-9,Tub,0.2,Inf,V,7,0.32199418544769287
1650,P-10,Tub,0.2,Inf,Q,7,7.743439674377441
1651,P-10,Tub,0.2,Inf,V,7,0.9703325629234314
1652,P-11,Tub,0.2,Inf,Q,7,16.236738204956055
1653,P-11,Tub,0.2,Inf,V,7,0.8900955319404602
1654,P-13,Tub,0.2,Inf,Q,7,6.143492698669434
1655,P-13,Tub,0.2,Inf,V,7,0.769842803478241
1656,P-15,Tub,0.2,Inf,Q,7,32.39098358154297
1657,P-15,Tub,0.2,Inf,V,7,0.6322517991065979
1658,P-17,Tub,0.2,Inf,Q,7,6.877591133117676
1659,P-17,Tub,0.2,Inf,V,7,0.3770284950733185
1660,P-20,Tub,0.2,Inf,Q,7,29.257823944091797
1661,P-20,Tub,0.2,Inf,V,7,0.8933842778205872
1662,P-22,Tub,0.2,Inf,Q,7,16.236753463745117
1663,P-22,Tub,0.2,Inf,V,7,0.8900964260101318
1664,P-24,Tub,0.2,Inf,Q,7,13.02108383178711
1665,P-24,Tub,0.2,Inf,V,7,0.713813841342926
1666,P-25,Tub,0.2,Inf,Q,7,8.493314743041992
1667,P-25,Tub,0.2,Inf,V,7,1.0642997026443481
1668,P-27,Tub,0.2,Inf,Q,7,5.7351250648498535
1669,P-27,Tub,0.2,Inf,V,7,0.3143986761569977
1670,P-30,Tub,0.2,Inf,Q,7,5.8736572265625
1671,P-30,Tub,0.2,Inf,V,7,0.32199299335479736
1672,P-44,Tub,0.2,Inf,Q,7,5.68389368057251
1673,P-44,Tub,0.2,Inf,V,7,0.7324550151824951
1674,P-58,Tub,0.2,Inf,Q,7,7.743439674377441
1675,P-58,Tub,0.2,Inf,V,7,0.9978584051132202
1676,P-176,Tub,0.2,Inf,Q,7,6.143492698669434
1677,P-176,Tub,0.2,Inf,V,7,0.7916812300682068
1678,P-182,Tub,0.2,Inf,Q,7,6.069550514221191
1679,P-182,Tub,0.2,Inf,V,7,0.7821526527404785
1680,J-74,Nod,0.2,Inf,P,8,47.54587173461914
1681,J-80,Nod,0.2,Inf,P,8,48.60801696777344
1682,J-112,Nod,0.2,Inf,P,8,48.75555419921875
1683,J-126,Nod,0.2,Inf,P,8,49.52653503417969
1684,J-143,Nod,0.2,Inf,P,8,47.823577880859375
1685,J-145,Nod,0.2,Inf,P,8,47.95510482788086
1686,J-191,Nod,0.2,Inf,P,8,49.02090835571289
1687,J-236,Nod,0.2,Inf,P,8,50.23256301879883
1688,J-253,Nod,0.2,Inf,P,8,12.792144775390625
1689,J-266,Nod,0.2,Inf,P,8,12.225847244262695
1690,J-286,Nod,0.2,Inf,P,8,13.950785636901855
1691,J-292,Nod,0.2,Inf,P,8,10.014679908752441
1692,J-297,Nod,0.2,Inf,P,8,12.983677864074707
1693,J-299,Nod,0.2,Inf,P,8,12.775894165039062
1694,J-304,Nod,0.2,Inf,P,8,11.820084571838379
1695,J-332,Nod,0.2,Inf,P,8,13.487985610961914
1696,J-336,Nod,0.2,Inf,P,8,47.753143310546875
1697,J-357,Nod,0.2,Inf,P,8,13.27867317199707
1698,J-361,Nod,0.2,Inf,P,8,12.82894515991211
1699,J-371,Nod,0.2,Inf,P,8,49.06331253051758
1700,P-2,Tub,0.2,Inf,Q,8,13.696979522705078
1701,P-2,Tub,0.2,Inf,V,8,0.7508663535118103
1702,P-4,Tub,0.2,Inf,Q,8,39.649662017822266
1703,P-4,Tub,0.2,Inf,V,8,0.7739367485046387
1704,P-6,Tub,0.2,Inf,Q,8,5.932045936584473
1705,P-6,Tub,0.2,Inf,V,8,0.325193852186203
1706,P-7,Tub,0.2,Inf,Q,8,5.653663635253906
1707,P-7,Tub,0.2,Inf,V,8,0.7084621787071228
1708,P-9,Tub,0.2,Inf,Q,8,6.061481952667236
1709,P-9,Tub,0.2,Inf,V,8,0.33228951692581177
1710,P-10,Tub,0.2,Inf,Q,8,8.105427742004395
1711,P-10,Tub,0.2,Inf,V,8,1.0156934261322021
1712,P-11,Tub,0.2,Inf,Q,8,16.542388916015625
1713,P-11,Tub,0.2,Inf,V,8,0.9068512916564941
1714,P-13,Tub,0.2,Inf,Q,8,6.289748668670654
1715,P-13,Tub,0.2,Inf,V,8,0.7881702184677124
1716,P-15,Tub,0.2,Inf,Q,8,33.58818054199219
1717,P-15,Tub,0.2,Inf,V,8,0.6556203961372375
1718,P-17,Tub,0.2,Inf,Q,8,7.407215118408203
1719,P-17,Tub,0.2,Inf,V,8,0.40606239438056946
1720,P-20,Tub,0.2,Inf,Q,8,30.239370346069336
1721,P-20,Tub,0.2,Inf,V,8,0.9233556985855103
1722,P-22,Tub,0.2,Inf,Q,8,16.54240608215332
1723,P-22,Tub,0.2,Inf,V,8,0.9068522453308105
1724,P-24,Tub,0.2,Inf,Q,8,13.696964263916016
1725,P-24,Tub,0.2,Inf,V,8,0.7508654594421387
1726,P-25,Tub,0.2,Inf,Q,8,8.436978340148926
1727,P-25,Tub,0.2,Inf,V,8,1.0572401285171509
1728,P-27,Tub,0.2,Inf,Q,8,5.932029724121094
1729,P-27,Tub,0.2,Inf,V,8,0.32519298791885376
1730,P-30,Tub,0.2,Inf,Q,8,6.061457633972168
1731,P-30,Tub,0.2,Inf,V,8,0.3322881758213043
1732,P-44,Tub,0.2,Inf,Q,8,5.653663635253906
1733,P-44,Tub,0.2,Inf,V,8,0.7285594344139099
1734,P-58,Tub,0.2,Inf,Q,8,8.105427742004395
1735,P-58,Tub,0.2,Inf,V,8,1.0445059537887573
1736,P-176,Tub,0.2,Inf,Q,8,6.289748668670654
1737,P-176,Tub,0.2,Inf,V,8,0.8105285167694092
1738,P-182,Tub,0.2,Inf,Q,8,6.216431617736816
1739,P-182,Tub,0.2,Inf,V,8,0.8010805249214172
1740,J-74,Nod,0.2,Inf,P,9,47.508296966552734
1741,J-80,Nod,0.2,Inf,P,9,48.589508056640625
1742,J-112,Nod,0.2,Inf,P,9,48.75331497192383
1743,J-126,Nod,0.2,Inf,P,9,49.524173736572266
1744,J-143,Nod,0.2,Inf,P,9,47.82276916503906
1745,J-145,Nod,0.2,Inf,P,9,47.95417404174805
1746,J-191,Nod,0.2,Inf,P,9,49.01961135864258
1747,J-236,Nod,0.2,Inf,P,9,50.21403884887695
1748,J-253,Nod,0.2,Inf,P,9,12.772697448730469
1749,J-266,Nod,0.2,Inf,P,9,12.207118034362793
1750,J-286,Nod,0.2,Inf,P,9,13.822537422180176
1751,J-292,Nod,0.2,Inf,P,9,10.01133918762207
1752,J-297,Nod,0.2,Inf,P,9,12.965994834899902
1753,J-299,Nod,0.2,Inf,P,9,12.774243354797363
1754,J-304,Nod,0.2,Inf,P,9,11.780243873596191
1755,J-332,Nod,0.2,Inf,P,9,13.46790885925293
1756,J-336,Nod,0.2,Inf,P,9,47.715126037597656
1757,J-357,Nod,0.2,Inf,P,9,13.258496284484863
1758,J-361,Nod,0.2,Inf,P,9,12.807941436767578
1759,J-371,Nod,0.2,Inf,P,9,49.0601921081543
1760,P-2,Tub,0.2,Inf,Q,9,14.34118366241455
1761,P-2,Tub,0.2,Inf,V,9,0.7861815094947815
1762,P-4,Tub,0.2,Inf,Q,9,41.510379791259766
1763,P-4,Tub,0.2,Inf,V,9,0.810256838798523
1764,P-6,Tub,0.2,Inf,Q,9,6.249451637268066
1765,P-6,Tub,0.2,Inf,V,9,0.3425939977169037
1766,P-7,Tub,0.2,Inf,Q,9,6.051332950592041
1767,P-7,Tub,0.2,Inf,V,9,0.7582942247390747
1768,P-9,Tub,0.2,Inf,Q,9,6.353848934173584
1769,P-9,Tub,0.2,Inf,V,9,0.34831705689430237
1770,P-10,Tub,0.2,Inf,Q,9,8.287346839904785
1771,P-10,Tub,0.2,Inf,V,9,1.038489818572998
1772,P-11,Tub,0.2,Inf,Q,9,17.215370178222656
1773,P-11,Tub,0.2,Inf,V,9,0.9437440037727356
1774,P-13,Tub,0.2,Inf,Q,9,6.639216423034668
1775,P-13,Tub,0.2,Inf,V,9,0.8319620490074158
1776,P-15,Tub,0.2,Inf,Q,9,35.156532287597656
1777,P-15,Tub,0.2,Inf,V,9,0.686233639717102
1778,P-17,Tub,0.2,Inf,Q,9,7.70196533203125
1779,P-17,Tub,0.2,Inf,V,9,0.4222205877304077
1780,P-20,Tub,0.2,Inf,Q,9,31.556554794311523
1781,P-20,Tub,0.2,Inf,V,9,0.9635757803916931
1782,P-22,Tub,0.2,Inf,Q,9,17.215370178222656
1783,P-22,Tub,0.2,Inf,V,9,0.9437440037727356
1784,P-24,Tub,0.2,Inf,Q,9,14.341181755065918
1785,P-24,Tub,0.2,Inf,V,9,0.7861813902854919
1786,P-25,Tub,0.2,Inf,Q,9,8.928023338317871
1787,P-25,Tub,0.2,Inf,V,9,1.1187732219696045
1788,P-27,Tub,0.2,Inf,Q,9,6.249424934387207
1789,P-27,Tub,0.2,Inf,V,9,0.3425925076007843
1790,P-30,Tub,0.2,Inf,Q,9,6.353821754455566
1791,P-30,Tub,0.2,Inf,V,9,0.3483155369758606
1792,P-44,Tub,0.2,Inf,Q,9,6.051332950592041
1793,P-44,Tub,0.2,Inf,V,9,0.779805064201355
1794,P-58,Tub,0.2,Inf,Q,9,8.287346839904785
1795,P-58,Tub,0.2,Inf,V,9,1.0679490566253662
1796,P-176,Tub,0.2,Inf,Q,9,6.639216423034668
1797,P-176,Tub,0.2,Inf,V,9,0.8555626273155212
1798,P-182,Tub,0.2,Inf,Q,9,6.557502269744873
1799,P-182,Tub,0.2,Inf,V,9,0.8450325727462769
1800,J-74,Nod,0.2,Sup,P,0,47.605220794677734
1801,J-80,Nod,0.2,Sup,P,0,48.639949798583984
1802,J-112,Nod,0.2,Sup,P,0,48.75629806518555
1803,J-126,Nod,0.2,Sup,P,0,49.52734375
1804,J-143,Nod,0.2,Sup,P,0,47.83656692504883
1805,J-145,Nod,0.2,Sup,P,0,47.96982192993164
1806,J-191,Nod,0.2,Sup,P,0,49.0269775390625
1807,J-236,Nod,0.2,Sup,P,0,50.26449966430664
1808,J-253,Nod,0.2,Sup,P,0,12.86422061920166
1809,J-266,Nod,0.2,Sup,P,0,12.297747611999512
1810,J-286,Nod,0.2,Sup,P,0,14.167043685913086
1811,J-292,Nod,0.2,Sup,P,0,10.0247802734375
1812,J-297,Nod,0.2,Sup,P,0,13.05776309967041
1813,J-299,Nod,0.2,Sup,P,0,12.78369426727295
1814,J-304,Nod,0.2,Sup,P,0,11.881101608276367
1815,J-332,Nod,0.2,Sup,P,0,13.56131649017334
1816,J-336,Nod,0.2,Sup,P,0,47.81327819824219
1817,J-357,Nod,0.2,Sup,P,0,13.351320266723633
1818,J-361,Nod,0.2,Sup,P,0,12.843476295471191
1819,J-371,Nod,0.2,Sup,P,0,49.077049255371094
1820,P-2,Tub,0.2,Sup,Q,0,12.27286148071289
1821,P-2,Tub,0.2,Sup,V,0,0.672796368598938
1822,P-4,Tub,0.2,Sup,Q,0,36.12839889526367
1823,P-4,Tub,0.2,Sup,V,0,0.7052038908004761
1824,P-6,Tub,0.2,Sup,Q,0,5.394372940063477
1825,P-6,Tub,0.2,Sup,V,0,0.2957186996936798
1826,P-7,Tub,0.2,Sup,Q,0,5.355213165283203
1827,P-7,Tub,0.2,Sup,V,0,0.6710633039474487
1828,P-9,Tub,0.2,Sup,Q,0,5.498495578765869
1829,P-9,Tub,0.2,Sup,V,0,0.3014267086982727
1830,P-10,Tub,0.2,Sup,Q,0,7.341070652008057
1831,P-10,Tub,0.2,Sup,V,0,0.9199116230010986
1832,P-11,Tub,0.2,Sup,Q,0,15.382311820983887
1833,P-11,Tub,0.2,Sup,V,0,0.8432560563087463
1834,P-13,Tub,0.2,Sup,Q,0,5.6409149169921875
1835,P-13,Tub,0.2,Sup,V,0,0.7068646550178528
1836,P-15,Tub,0.2,Sup,Q,0,30.629901885986328
1837,P-15,Tub,0.2,Sup,V,0,0.5978766679763794
1838,P-17,Tub,0.2,Sup,Q,0,6.6319499015808105
1839,P-17,Tub,0.2,Sup,V,0,0.3635624945163727
1840,P-20,Tub,0.2,Sup,Q,0,27.655174255371094
1841,P-20,Tub,0.2,Sup,V,0,0.8444475531578064
1842,P-22,Tub,0.2,Sup,Q,0,15.382325172424316
1843,P-22,Tub,0.2,Sup,V,0,0.8432567119598389
1844,P-24,Tub,0.2,Sup,Q,0,12.272865295410156
1845,P-24,Tub,0.2,Sup,V,0,0.6727966070175171
1846,P-25,Tub,0.2,Sup,Q,0,8.041254997253418
1847,P-25,Tub,0.2,Sup,V,0,1.007651925086975
1848,P-27,Tub,0.2,Sup,Q,0,5.394350051879883
1849,P-27,Tub,0.2,Sup,V,0,0.2957174479961395
1850,P-30,Tub,0.2,Sup,Q,0,5.498474597930908
1851,P-30,Tub,0.2,Sup,V,0,0.3014255464076996
1852,P-44,Tub,0.2,Sup,Q,0,5.355213165283203
1853,P-44,Tub,0.2,Sup,V,0,0.6900995969772339
1854,P-58,Tub,0.2,Sup,Q,0,7.341070652008057
1855,P-58,Tub,0.2,Sup,V,0,0.9460071325302124
1856,P-176,Tub,0.2,Sup,Q,0,5.6409149169921875
1857,P-176,Tub,0.2,Sup,V,0,0.7269165515899658
1858,P-182,Tub,0.2,Sup,Q,0,5.569814682006836
1859,P-182,Tub,0.2,Sup,V,0,0.7177542448043823
1860,J-74,Nod,0.2,Sup,P,1,47.65823745727539
1861,J-80,Nod,0.2,Sup,P,1,48.67232894897461
1862,J-112,Nod,0.2,Sup,P,1,48.757816314697266
1863,J-126,Nod,0.2,Sup,P,1,49.528926849365234
1864,J-143,Nod,0.2,Sup,P,1,47.84419631958008
1865,J-145,Nod,0.2,Sup,P,1,47.97836685180664
1866,J-191,Nod,0.2,Sup,P,1,49.03315353393555
1867,J-236,Nod,0.2,Sup,P,1,50.29688262939453
1868,J-253,Nod,0.2,Sup,P,1,12.94180679321289
1869,J-266,Nod,0.2,Sup,P,1,12.375648498535156
1870,J-286,Nod,0.2,Sup,P,1,14.376544952392578
1871,J-292,Nod,0.2,Sup,P,1,10.03608226776123
1872,J-297,Nod,0.2,Sup,P,1,13.139372825622559
1873,J-299,Nod,0.2,Sup,P,1,12.789875030517578
1874,J-304,Nod,0.2,Sup,P,1,11.935558319091797
1875,J-332,Nod,0.2,Sup,P,1,13.64108943939209
1876,J-336,Nod,0.2,Sup,P,1,47.86664581298828
1877,J-357,Nod,0.2,Sup,P,1,13.42921257019043
1878,J-361,Nod,0.2,Sup,P,1,12.861248970031738
1879,J-371,Nod,0.2,Sup,P,1,49.08552551269531
1880,P-2,Tub,0.2,Sup,Q,1,10.624382019042969
1881,P-2,Tub,0.2,Sup,V,1,0.5824270248413086
1882,P-4,Tub,0.2,Sup,Q,1,31.728416442871094
1883,P-4,Tub,0.2,Sup,V,1,0.619318962097168
1884,P-6,Tub,0.2,Sup,Q,1,4.6988348960876465
1885,P-6,Tub,0.2,Sup,V,1,0.2575894296169281
1886,P-7,Tub,0.2,Sup,Q,1,4.712904930114746
1887,P-7,Tub,0.2,Sup,V,1,0.5905754566192627
1888,P-9,Tub,0.2,Sup,Q,1,4.7750349044799805
1889,P-9,Tub,0.2,Sup,V,1,0.2617666721343994
1890,P-10,Tub,0.2,Sup,Q,1,6.410818576812744
1891,P-10,Tub,0.2,Sup,V,1,0.8033415079116821
